ID,RA,DEC,ZBEST
14578,52.99232,-27.91136,2.4428
14579,52.99235436768168,-28.056834407301892,0.49922290444374084
14580,52.99237,-27.91039,2.3107
14581,52.99245168097205,-27.636809541071525,0.6704552173614502
14582,52.99253,-27.71963,0.8406
14583,52.99254,-29.17097,0.13290800154209137
14584,52.99260470810637,-27.646399953340794,0.4462871849536896
14585,52.992608774223285,-27.89434269501148,0.18046888709068298
14586,52.99263,-27.73025,0.334
14587,52.99265,-28.52595,0.5260048508644104
14588,52.99266,-27.70324,1.1771
14589,52.9927341385066,-27.915738978732527,0.7369074821472168
14590,52.99278,-27.66562,0.4543
14591,52.992788385665634,-27.907295039485604,1.2679964303970337
14592,52.992800507579176,-27.665011268726214,0.4563162326812744
14593,52.99287,-27.845,2.28
14594,52.99296,-27.91014,2.282
14595,52.99296,-27.84385,0.6725
14596,52.99304918113007,-27.633015613349805,0.7861031889915466
14597,52.9930845389268,-27.832384254681106,0.8402512669563293
14598,52.99324,-28.55077,0.6099708676338196
14599,52.99331,-28.84415,0.4072473347187042
14600,52.99332449336903,-27.687637425947464,0.5228585004806519
14601,52.99339,-28.90882,0.7199833989143372
14602,52.993527,-27.941691,0.2630000114440918
14603,52.99356,-27.83574,1.1105
14604,52.99357689000631,-27.6346091564568,0.6840482950210571
14605,52.99359,-29.09955,0.4384284019470215
14606,52.99373,-28.41204,0.2117234766483307
14607,52.99377230988249,-28.019643697534715,0.21469315886497498
14608,52.99383725234427,-27.628333908676296,0.09664692729711533
14609,52.9939,-28.9203,0.8755749464035034
14610,52.99394,-29.11405,0.609799325466156
14611,52.99396,-29.07453,1.0664050579071045
14612,52.99401088063976,-27.653509382024808,1.2216236591339111
14613,52.99406,-27.89794,0.6456
14614,52.994070919599764,-27.98365573244582,0.6181759238243103
14615,52.99411738030067,-27.899184979347602,0.6795085072517395
14616,52.99417,-29.15404,0.4788327217102051
14617,52.99421,-28.17435,0.3539212644100189
14618,52.99425957805095,-27.896627857858817,0.6462945342063904
14619,52.99427,-28.22155,0.2111366093158722
14620,52.99435,-28.62298,0.8571230173110962
14621,52.99437,-27.94263,1.6239
14622,52.99438,-28.52588,0.5322156548500061
14623,52.99441,-28.31709,0.6777617931365967
14624,52.99447108007765,-27.817389176943003,0.5337681770324707
14625,52.9945803644853,-27.63100944757415,0.3839654326438904
14626,52.99459,-28.21153,0.17828696966171265
14627,52.99459244214958,-27.750036058261525,0.5768924355506897
14628,52.99467,-29.12497,0.069711
14629,52.99467,-27.69406,0.5416
14630,52.99473627940546,-27.92246116839972,0.34377574920654297
14631,52.99476,-29.12482,0.06805959343910217
14632,52.99479,-29.06391,0.8462246060371399
14633,52.99482,-27.90664,0.7391
14634,52.99482942942545,-27.606511440691076,0.8311631083488464
14635,52.9949,-29.21637,0.77727872133255
14636,52.994940249352325,-27.948904663610076,0.8666141033172607
14637,52.99499,-28.37917,0.6261873245239258
14638,52.99504,-29.72764,0.133088
14639,52.995108,-27.756605,0.3269999921321869
14640,52.99524,-27.85065,1.5618
14641,52.995360763367614,-27.75658247771964,0.32694995403289795
14642,52.99541,-27.69477,0.6657
14643,52.99542,-27.78669,0.7355
14644,52.99545,-27.58779,2.818
14645,52.99546513670206,-27.902707474791594,1.10012686252594
14646,52.99548,-28.21682,0.9178441762924194
14647,52.99551,-28.57787,0.5885629057884216
14648,52.99553789999762,-27.733143333332592,1.1630322933197021
14649,52.995567408786236,-27.72899031082376,1.0832488536834717
14650,52.99557,-27.71771,1.043
14651,52.99558,-27.97208,2.4393
14652,52.99565,-29.25063,0.883063018321991
14653,52.99565140329278,-27.972822411163165,0.4092682898044586
14654,52.99566,-27.73985,3.208
14655,52.99576,-27.72084,0.1357
14656,52.995766322413594,-27.91036563738531,0.7343123555183411
14657,52.995942856182026,-27.709060849128846,0.4927675426006317
14658,52.99603,-28.81627,0.3943718373775482
14659,52.99606,-28.15799,0.7041734457015991
14660,52.99608,-27.85595,1.626
14661,52.99618,-27.77192,0.6728
14662,52.99622,-27.79564,0.549
14663,52.99628,-28.23323,0.6743772625923157
14664,52.99635,-28.61381,0.3609698712825775
14665,52.99636,-28.35651,0.5199629664421082
14666,52.9963741692241,-27.810517883523246,0.6524612903594971
14667,52.99638470540223,-27.71415511037983,0.9987319111824036
14668,52.99648,-27.76216,2.5632
14669,52.996489606181996,-27.990297478516073,0.40395936369895935
14670,52.9965,-27.7605,2.181
14671,52.99657,-29.18138,0.7735190987586975
14672,52.99662,-29.23297,0.6632461547851562
14673,52.996666961353014,-27.927968297997968,0.684955358505249
14674,52.99668,-27.60632,0.831
14675,52.9966846190105,-27.56531758180632,0.3847813308238983
14676,52.99669,-28.83857,0.10730600357055664
14677,52.9967,-28.37136,0.05731547623872757
14678,52.99671,-28.60025,0.6984456777572632
14679,52.99687,-28.48984,0.3306942284107208
14680,52.99693,-27.72812,1.0832
14681,52.99693986230494,-27.98029280993126,0.7194635272026062
14682,52.99697,-28.77456,0.5716594457626343
14683,52.99699,-28.48846,0.2305508255958557
14684,52.997002290431695,-27.712677732608622,0.10381197184324265
14685,52.99701,-29.11652,0.1983480602502823
14686,52.99707,-28.47675,0.222702294588089
14687,52.99710000719264,-27.859912380578923,0.11931783705949783
14688,52.99711,-27.76717,2.3184
14689,52.99711,-27.74997,2.3396
14690,52.99712,-27.91591,0.6506
14691,52.997140638240076,-27.78085024427639,1.0190846920013428
14692,52.99718,-28.92926,0.27636435627937317
14693,52.99725,-28.92792,0.1533
14694,52.99726,-29.13048,0.9132113456726074
14695,52.99731,-28.21294,0.3250037431716919
14696,52.99732,-28.92778,0.1522376388311386
14697,52.997362299997626,-27.866346333332594,0.10004343092441559
14698,52.99745,-27.84931,2.3928
14699,52.9975381513557,-27.814971895795477,0.5336216688156128
14700,52.99756,-28.39463,0.21857890486717224
14701,52.99762,-28.55379,0.6666075587272644
14702,52.99765,-28.19269,0.10731713473796844
14703,52.99766,-28.88477,0.7263148427009583
14704,52.99766,-28.19879,0.3533687889575958
14705,52.99766979809968,-27.639282993946775,0.6753537654876709
14706,52.99775,-29.17667,0.515923261642456
14707,52.99776,-27.78097,0.724
14708,52.99778,-28.78109,0.6493657231330872
14709,52.99788,-29.21769,0.5111894011497498
14710,52.997922531540105,-28.045007902456714,0.6831848621368408
14711,52.997928,-27.839291,1.5743999481201172
14712,52.99796,-29.20854,0.667637288570404
14713,52.99798,-27.79082,2.4392
14714,52.998,-28.79365,0.6723777055740356
14715,52.99804,-27.83886,1.9
14716,52.99806281379408,-27.99721601223383,0.7381502985954285
14717,52.99807548534681,-28.0371466449934,0.37685027718544006
14718,52.99811483780868,-27.598411045648234,0.25756141543388367
14719,52.99812,-28.26147,0.5932454466819763
14720,52.99812134220234,-27.994445963824216,0.21485447883605957
14721,52.9982,-28.20857,0.7762340903282166
14722,52.99823247129557,-27.9297355191251,0.4147745966911316
14723,52.99825,-28.23069,0.6922444701194763
14724,52.998297299997624,-27.95347233333259,0.42817360162734985
14725,52.9983,-29.08957,0.6444758772850037
14726,52.998317774647056,-27.684673879449406,0.7288989424705505
14727,52.99843,-28.58335,0.09417397528886795
14728,52.998442711429625,-27.685405636712716,0.9582284688949585
14729,52.99844580369682,-27.903279306346608,0.734653890132904
14730,52.99847,-29.22585,0.5245073437690735
14731,52.99855051879068,-28.014090644868933,0.4862552285194397
14732,52.99857,-28.76118,0.45739424228668213
14733,52.99859,-29.21422,0.7808674573898315
14734,52.9986,-29.18809,0.15107084810733795
14735,52.99862,-29.27233,0.33444905281066895
14736,52.99863675828426,-27.632911572928524,1.3181778192520142
14737,52.998661532910084,-27.783666293642288,1.0446351766586304
14738,52.99869,-28.41751,0.5769189596176147
14739,52.9987,-28.41293,0.7343664169311523
14740,52.99870581604662,-28.00046642766371,0.5185697674751282
14741,52.99872,-27.73385,1.0441
14742,52.99892205765978,-27.60199708252806,0.9658445119857788
14743,52.99895,-27.69095,0.6236
14744,52.99896444799666,-27.908488325734233,0.7388344407081604
14745,52.9990454653568,-28.000055033308993,0.3635401129722595
14746,52.99905,-27.73646,0.4695
14747,52.999095688061225,-27.57185242477907,1.099628210067749
14748,52.9991,-29.24374,0.39352652430534363
14749,52.999172,-27.644087,0.9431999921798706
14750,52.99929,-28.16441,0.239
14751,52.99932,-27.95859,0.68
14752,52.99937,-29.22097,0.8279288411140442
14753,52.99945833333334,-28.164722222222224,0.2363000065088272
14754,52.999479542613315,-27.92949615219479,0.619999885559082
14755,52.99958765152391,-27.90869401652257,0.7384889125823975
14756,52.9996,-28.92296,0.7313392758369446
14757,52.99964,-27.92437,0.691
14758,52.99967,-28.96668,0.6084064245223999
14759,52.99974,-28.7009,0.6880002021789551
14760,52.99977300873476,-27.960148562127394,0.7368416786193848
14761,52.99985526398136,-27.733142476061868,0.23144644498825073
14762,53.0,-28.402,0.27223315834999084
14763,53.00000113320187,-27.982978696729162,0.21433614194393158
14764,53.00005,-29.15923,0.1518074870109558
14765,53.00013,-28.51792,0.9240816831588745
14766,53.00016970589472,-27.793154901484947,0.6734997630119324
14767,53.00017,-28.4836,0.726050078868866
14768,53.00017296782777,-27.97587741940358,0.5159556865692139
14769,53.00018,-28.1892,0.9124853610992432
14770,53.00039019709106,-27.605128282800255,0.5705456137657166
14771,53.0004,-28.5284,0.511033296585083
14772,53.00043,-29.11048,0.4264635145664215
14773,53.00044,-28.68913,0.33416226506233215
14774,53.00045,-28.47465,0.5945651531219482
14775,53.00050780388525,-27.720886242539617,0.3835838735103607
14776,53.00066,-27.76041,0.8632
14777,53.00071,-29.15486,0.6916196346282959
14778,53.00079,-28.60352,1.0655946731567383
14779,53.0008,-28.15358,0.7662369608879089
14780,53.00082,-28.63935,0.22636382281780243
14781,53.00095,-27.75736,0.6782
14782,53.00102,-29.13718,0.38058409094810486
14783,53.00109,-28.95179,0.760093092918396
14784,53.00113,-27.77002,1.0318
14785,53.00115,-27.96685,0.6491
14786,53.00115555552111,-27.966856388883688,0.6538976430892944
14787,53.00116,-28.96758,0.6022001504898071
14788,53.00119838310335,-28.062998634394024,0.3763963282108307
14789,53.0012696212081,-27.60802019952007,0.14552518725395203
14790,53.00127,-28.61973,0.49323081970214844
14791,53.00133032497224,-27.904486061429346,0.6198711395263672
14792,53.00134,-28.59024,0.8520554304122925
14793,53.001341034779045,-28.003746778414406,0.6483028531074524
14794,53.00135,-28.78491,0.7005588412284851
14795,53.00146,-28.35186,0.0603
14796,53.00149,-28.85002,0.840702474117279
14797,53.00155,-28.95541,0.118675
14798,53.00157,-27.72224,1.037
14799,53.00158,-28.4347,0.5898939371109009
14800,53.00171,-27.8746,0.6264
14801,53.00172440776409,-27.701057840455015,0.6779538989067078
14802,53.00176,-28.94925,0.15328063070774078
14803,53.00177,-28.35544,0.05995997041463852
14804,53.00182,-27.91638,1.4318
14805,53.00188,-27.68036,0.7297
14806,53.00192261,-27.72988701,2.723299980163574
14807,53.00194,-29.11645,0.8292015790939331
14808,53.00201,-28.8778,0.714975893497467
14809,53.00204,-28.18348,0.27527526021003723
14810,53.00207,-27.62823,0.2086
14811,53.00210201381811,-27.590134030426952,0.6751834750175476
14812,53.00214,-28.80352,1.304672122001648
14813,53.00214,-28.77909,0.5974416136741638
14814,53.00224,-28.86427,0.26974162459373474
14815,53.00224075389994,-28.034556527401147,0.6208431720733643
14816,53.00229,-27.69532,0.7294
14817,53.00229375245027,-27.666125244614733,0.7284830212593079
14818,53.0023,-27.75032,0.573
14819,53.00233,-27.898,2.624
14820,53.00234,-27.72564,0.444
14821,53.00235,-28.48336,0.3148287534713745
14822,53.00239038855328,-27.92124651078402,0.9613474607467651
14823,53.00242,-28.18209,0.27984991669654846
14824,53.002474811865994,-27.945644342275443,1.3822593688964844
14825,53.00253,-27.75595,0.5756
14826,53.002566480080766,-27.68542767757127,0.6816405653953552
14827,53.00259,-28.45585,0.5928380489349365
14828,53.002712820780324,-27.746816911972846,1.1905568838119507
14829,53.00275,-27.7759,0.309
14830,53.00283,-28.94198,0.385480135679245
14831,53.00283303867351,-27.797605000830558,0.6125711798667908
14832,53.00286388883954,-27.81082861132446,0.5433077216148376
14833,53.00287,-28.79801,0.5699794292449951
14834,53.00289,-28.57529,0.8127651214599609
14835,53.00291,-27.47259,0.145803
14836,53.0030416666667,-27.4726666666667,0.1456799954175949
14837,53.0030416666667,-28.2131111111111,0.12769000232219696
14838,53.003192783074454,-27.922173659864328,0.6513433456420898
14839,53.00320990436658,-27.970329562260567,0.6563225984573364
14840,53.003216749776115,-27.754040984985394,0.5241402387619019
14841,53.00332,-27.84661,0.1793
14842,53.003407,-27.731703,0.9169999957084656
14843,53.00341919206186,-28.006619019963683,0.5193578600883484
14844,53.00347,-27.99851,0.518
14845,53.00349468028261,-27.648248363721493,0.8950201869010925
14846,53.0035,-27.89292,1.593
14847,53.0035,-27.59911,0.266
14848,53.00352,-28.84282,0.6252021789550781
14849,53.00366,-29.2108,0.38531604409217834
14850,53.00368,-27.74552,3.4848
14851,53.00368,-27.66342,0.2411
14852,53.00372,-27.97811,2.3123
14853,53.00375,-27.79911,0.975
14854,53.00375,-28.26648,0.6149992346763611
14855,53.00377,-27.73571,0.5245
14856,53.00382,-27.81162,0.5326
14857,53.00384,-28.74811,0.8239177465438843
14858,53.00386,-27.71133,0.3832
14859,53.00387,-28.17579,0.3412547707557678
14860,53.00395,-27.92015,0.7324
14861,53.004035,-27.929274,0.6747999787330627
14862,53.00411,-27.77094,0.334
14863,53.00411,-28.88075,0.30989935994148254
14864,53.00421,-28.20556,0.5160374641418457
14865,53.00421890069822,-27.675855920158867,0.28830915689468384
14866,53.004255932818346,-27.571793184323877,0.4682054817676544
14867,53.00429,-28.55572,0.6783995032310486
14868,53.00432,-29.2446,0.3838757872581482
14869,53.00434,-27.91473,0.6796
14870,53.00434,-27.73175,0.6638
14871,53.00444,-28.23455,0.6729787588119507
14872,53.00447,-27.87177,0.2859
14873,53.004472887415375,-27.769919628358696,0.3320833444595337
14874,53.00448,-29.11283,0.6823038458824158
14875,53.00455,-28.66669,0.36822444200515747
14876,53.00455,-28.18615,0.15053993463516235
14877,53.00465833496614,-27.993249830993314,0.397902250289917
14878,53.00466,-27.73462,2.635
14879,53.004685899479476,-27.725204424932578,0.9992164373397827
14880,53.00474,-27.91439,1.1761
14881,53.00478,-28.41871,0.20358633995056152
14882,53.0048,-29.20063,1.1298162937164307
14883,53.00484,-28.75452,0.9199843406677246
14884,53.00486642705368,-27.66330692729432,0.70158851146698
14885,53.00491,-28.14863,1.9624441862106323
14886,53.005,-27.75533,0.576
14887,53.00503,-27.79648,0.1388
14888,53.0050416666667,-27.4315833333333,0.8255800008773804
14889,53.00508,-28.73725,0.8674739003181458
14890,53.0052,-28.49315,0.7245700359344482
14891,53.00523,-27.69293,0.7346
14892,53.00523,-29.15354,0.3821975886821747
14893,53.00526,-28.87312,0.764701783657074
14894,53.00529,-27.33903,0.179
14895,53.00533,-27.8474,0.759
14896,53.00538475679016,-27.781950197921926,0.729865550994873
14897,53.00543832241627,-27.668273992431974,1.4136441946029663
14898,53.00544,-27.74931,2.7253
14899,53.00546,-29.13056,0.151558
14900,53.00547,-27.71215,2.3
14901,53.00547,-27.65238,0.2135
14902,53.00551,-28.20374,0.12977473437786102
14903,53.00558,-29.23519,0.39353352785110474
14904,53.00559776277844,-27.641249614786148,0.2483067512512207
14905,53.00563,-27.90385,2.566
14906,53.00565,-28.90982,0.6687912344932556
14907,53.00571,-28.46004,0.587561309337616
14908,53.00574,-28.64799,0.5314159393310547
14909,53.00588,-28.72986,1.1732232570648193
14910,53.00594,-29.17198,0.6433225274085999
14911,53.006,-27.77986,1.499
14912,53.006104,-27.69404,1.406000018119812
14913,53.00612866662759,-27.859377658162952,0.9891883134841919
14914,53.00618,-28.19885,0.6925101280212402
14915,53.00619,-27.69424,1.406
14916,53.00631,-27.73401,2.808
14917,53.00632,-27.73954,2.512
14918,53.00639,-28.22992,0.6846868991851807
14919,53.00640534133086,-27.91053219709654,0.855708122253418
14920,53.00647,-28.19255,0.6883774399757385
14921,53.00652145662219,-28.0105581560346,0.21695689857006073
14922,53.0065794865967,-27.604726265036582,0.6156240701675415
14923,53.006589319935095,-27.988862358350598,0.7336935997009277
14924,53.00662190447742,-27.854759584420602,0.6810604333877563
14925,53.006650432359955,-27.659199681298464,0.6681374907493591
14926,53.00667,-28.89369,0.1056
14927,53.00667,-27.72428,2.72
14928,53.00676,-28.63445,0.66200190782547
14929,53.0068,-29.08173,0.8400624990463257
14930,53.006814191584105,-27.91582106628111,1.1292566061019897
14931,53.00683,-28.83608,0.8158636689186096
14932,53.00691,-27.84484,0.215
14933,53.006973901760865,-27.848352494596792,1.2639254331588745
14934,53.007,-27.83115,0.6723
14935,53.00704,-28.37003,0.27680185437202454
14936,53.00707,-29.12082,0.8457919359207153
14937,53.00711,-28.42006,0.6625277400016785
14938,53.00715454759784,-27.671737725375614,1.0171833038330078
14939,53.00717,-29.64108,0.161169
14940,53.007193,-27.75204,1.041200041770935
14941,53.00723,-28.48066,0.4960838258266449
14942,53.00726,-27.92991,0.6739
14943,53.00730017756545,-28.0241980436245,0.576106607913971
14944,53.007414379499764,-27.931416519445825,0.3351525366306305
14945,53.00745833333334,-28.21741944444444,0.32670000195503235
14946,53.00748,-28.86732,0.7638466358184814
14947,53.00753,-27.6932,0.8224
14948,53.00756,-28.559,0.8296968340873718
14949,53.00760651,-27.72416115,0.8622000217437744
14950,53.00761,-28.52836,0.7133991122245789
14951,53.0077,-27.70176,3.603
14952,53.00781,-28.68116,0.5906212329864502
14953,53.0078430720473,-27.950913316168275,0.8650736808776855
14954,53.00785,-29.20018,0.18281672894954681
14955,53.00796,-29.16712,0.13985322415828705
14956,53.00799,-27.80885,0.7737
14957,53.00805,-27.76947,0.8627
14958,53.0080851927854,-27.888921586854835,0.38446515798568726
14959,53.00815,-28.36799,0.27216988801956177
14960,53.00824,-28.72186,0.27194368839263916
14961,53.00827,-29.10417,0.31344059109687805
14962,53.00829,-28.26059,0.6410757899284363
14963,53.00831,-29.12887,0.8465665578842163
14964,53.00838,-28.35039,0.0608
14965,53.0084,-29.16942,0.15125980973243713
14966,53.00842042932864,-27.638769365284222,0.8043424487113953
14967,53.00846,-28.85113,0.4412820339202881
14968,53.00856,-28.63967,0.7005701661109924
14969,53.0086,-27.74103,0.7072
14970,53.00863,-27.75381,2.313
14971,53.008666,-27.630824,0.8026000261306763
14972,53.0087,-28.23966,0.6236132979393005
14973,53.00872,-28.90742,0.44799742102622986
14974,53.00876203430563,-27.87840707457576,1.3556312322616577
14975,53.00877,-28.24209,0.492125928401947
14976,53.00879501590574,-27.893779589712814,0.6450759768486023
14977,53.00881,-28.86327,0.714997410774231
14978,53.008813076918344,-27.92832425314464,0.6729485988616943
14979,53.00882,-27.93933,0.675
14980,53.00887,-27.72431,2.726
14981,53.00887,-28.8259,0.7924412488937378
14982,53.00887,-28.59404,0.1720193326473236
14983,53.00889,-29.07055,0.3393297791481018
14984,53.00893269858644,-27.800987136295483,0.842872679233551
14985,53.00899550572548,-27.766906920204452,0.8641812205314636
14986,53.00899637622162,-27.691318259851606,1.261482834815979
14987,53.00902,-27.86895,0.2457
14988,53.00907,-29.244,0.39345893263816833
14989,53.00908,-27.70836,3.263
14990,53.00909,-29.11948,0.12666939198970795
14991,53.00914,-28.895,0.7676477432250977
14992,53.00914,-28.21956,0.3349260091781616
14993,53.009168,-27.939248,0.6711999773979187
14994,53.00922201426483,-27.916663975679185,0.6727648377418518
14995,53.00925,-28.8662,0.2761
14996,53.00927,-28.86138,0.7483159899711609
14997,53.00928,-29.16317,1.1142747402191162
14998,53.00937,-27.71356,0.9706
14999,53.0094,-27.73615,2.555
15000,53.0094,-28.76523,0.7096743583679199
15001,53.00943,-27.93924,0.6712
15002,53.00945,-28.77393,0.579892098903656
15003,53.00945605315014,-27.66869297119241,0.7275726795196533
15004,53.00953,-28.8738,0.7609580755233765
15005,53.00955,-27.77071,0.6262
15006,53.00955,-28.95523,0.11642102152109146
15007,53.00962,-27.87603,1.437
15008,53.009677673297205,-27.659616701157983,0.8228877782821655
15009,53.00997,-28.56584,0.7613350749015808
15010,53.01001,-29.27265,1.0567877292633057
15011,53.01006572929102,-27.802480422685584,0.3636932373046875
15012,53.010114,-27.982203,0.7335000038146973
15013,53.01013,-27.89423,0.735
15014,53.01021,-27.77138,0.6243
15015,53.01029,-27.76683,1.616
15016,53.01035,-27.90048,0.6122
15017,53.01038,-27.74156,2.123
15018,53.01042,-27.93259,0.676
15019,53.01042,-27.71402,2.0782
15020,53.01042433548702,-28.03562520427286,0.3761141002178192
15021,53.01047100047319,-28.052267762511672,0.9012476801872253
15022,53.01051,-27.75996,0.6803
15023,53.01054,-27.94644,0.8657
15024,53.01055,-28.65061,0.6962990760803223
15025,53.01056,-27.94257,0.846
15026,53.01062,-28.59464,0.215405
15027,53.01065,-27.87322,2.6883
15028,53.010666932809606,-27.875393245665446,0.7330086827278137
15029,53.0107,-28.05581,1.014
15030,53.01071,-28.79228,0.5846366882324219
15031,53.01072,-28.97001,0.6106904149055481
15032,53.01075,-28.47708,0.6744070649147034
15033,53.01079,-27.66806,0.8231
15034,53.01081,-28.58044,0.5607951879501343
15035,53.01081646736631,-27.579724077166084,0.7040729522705078
15036,53.01083,-27.7568,1.0
15037,53.01085,-28.48951,0.8809496164321899
15038,53.01088,-28.88268,0.6000575423240662
15039,53.01088019548372,-27.69954992797266,0.19598151743412018
15040,53.0109,-28.86198,0.767040491104126
15041,53.01093,-28.8583,0.7358378767967224
15042,53.01097,-27.80776,0.946
15043,53.010983,-27.854551,0.9890000224113464
15044,53.011,-29.24081,0.5187927484512329
15045,53.01107788,-27.74328613,3.463099956512451
15046,53.01117,-28.94256,0.118697
15047,53.01124,-29.06447,0.15045204758644104
15048,53.01125,-28.71157,0.27000001072883606
15049,53.01127536696983,-27.87176561208545,0.6846626996994019
15050,53.01128,-27.70833,0.6771
15051,53.01131,-28.76205,0.6660143136978149
15052,53.01133,-27.70048,0.8206
15053,53.01133,-28.56754,0.17456677556037903
15054,53.011338874060755,-27.71961850483028,0.1470218300819397
15055,53.01144745253547,-27.84056372889868,0.6191766858100891
15056,53.01148484748157,-27.85831049044212,0.2882416546344757
15057,53.011600007646926,-27.842912250110604,0.653689444065094
15058,53.01163,-27.74122,0.7347
15059,53.01164,-28.94734,0.34784650802612305
15060,53.01177,-28.47751,0.3432600498199463
15061,53.01187458075881,-27.847089510862254,0.5619727969169617
15062,53.011885367409135,-28.000029655322997,0.6816763877868652
15063,53.0119,-28.93037,0.9103989601135254
15064,53.01191,-28.86967,0.7563249468803406
15065,53.01192,-28.95658,0.11882
15066,53.01192,-27.85053,2.047
15067,53.01195412345267,-28.043629864120298,0.6977582573890686
15068,53.01201,-28.78271,0.5519959926605225
15069,53.01207,-28.59965,0.613772451877594
15070,53.01217,-28.92069,0.152498
15071,53.01222,-28.22977,0.7186513543128967
15072,53.01225,-29.28045,0.3898204565048218
15073,53.01230409101031,-27.8015361328664,0.18101264536380768
15074,53.01237,-29.09127,0.8270328044891357
15075,53.0124,-28.4038,1.0347397327423096
15076,53.01243,-27.96868,2.1041
15077,53.012447084898874,-27.694885332394794,0.5420299768447876
15078,53.01258,-28.8983,0.6364269256591797
15079,53.01258,-28.69321,0.46833503246307373
15080,53.01258,-28.3093,0.8583801984786987
15081,53.01262,-27.74725,2.57
15082,53.012625,-28.3284722222222,0.05911000072956085
15083,53.01264,-29.12957,0.8295720219612122
15084,53.01267,-28.35858,0.004526
15085,53.01268546695544,-28.02221308776256,0.5675917863845825
15086,53.01269393937809,-27.65863828437852,0.6748476028442383
15087,53.01271,-28.21649,0.061256032437086105
15088,53.01288308186289,-27.800719513924026,0.2320534586906433
15089,53.01293052337027,-27.607550584134763,0.5716661810874939
15090,53.0129810547357,-27.804784593093373,0.2973421812057495
15091,53.01298888936604,-27.804800833334756,0.29882940649986267
15092,53.01298957011708,-27.94052878791145,0.620759904384613
15093,53.013018288751844,-27.65925004782343,0.675067663192749
15094,53.01308,-29.21204,0.6806036829948425
15095,53.01316930114548,-27.975105844433852,0.3536495566368103
15096,53.01318,-28.75418,0.20449696481227875
15097,53.013195467754464,-27.63112847600108,0.570813775062561
15098,53.01321239214964,-27.7619145107319,0.19826962053775787
15099,53.013245456247894,-27.644463610429657,0.7019107937812805
15100,53.01334374692156,-27.64231777717279,0.7966904044151306
15101,53.01335,-27.66342,0.6758
15102,53.01343567960071,-27.61607208765633,0.6166032552719116
15103,53.01344756728691,-27.782864073650604,0.2811436355113983
15104,53.01345,-27.75802,0.5344
15105,53.01347,-27.79204,0.4933
15106,53.01347,-28.66759,0.797593355178833
15107,53.01354,-28.43947,0.314
15108,53.01355,-27.75519,3.2171
15109,53.01359,-29.14401,0.6833056807518005
15110,53.01360473778761,-27.626744893220025,0.5454108715057373
15111,53.01364,-29.23025,0.15925870835781097
15112,53.01366,-27.94674,0.674
15113,53.01376,-27.90866,1.3812
15114,53.01376,-27.75313,0.5433
15115,53.01383,-27.98542,0.9344
15116,53.01387,-27.75731,3.4724
15117,53.0139,-27.79842,0.6719
15118,53.01392,-27.94771,0.676
15119,53.01392,-28.68724,0.347176194190979
15120,53.01398,-27.75677,2.317
15121,53.01401,-28.23336,0.6352675557136536
15122,53.01402,-29.21935,0.1488669514656067
15123,53.01407034330578,-27.94120748270568,0.6191038489341736
15124,53.01411,-28.45787,0.8949544429779053
15125,53.01411961306014,-27.71896463002151,0.6080915331840515
15126,53.014123414837975,-27.592840387795338,0.8354889750480652
15127,53.01413,-29.29382,0.1607494056224823
15128,53.01414,-29.17406,0.1481209695339203
15129,53.0142977247982,-27.914993767528564,0.6862736344337463
15130,53.01435,-27.7508,0.469
15131,53.01437,-28.882,0.4481809735298157
15132,53.0144,-27.91863,0.6789
15133,53.0144,-27.75075,0.4689
15134,53.01441,-28.44342,0.6640828251838684
15135,53.01442,-28.85581,0.4190898537635803
15136,53.01442,-28.24672,0.6879056096076965
15137,53.014422,-27.792023,1.1578999757766724
15138,53.01448,-27.86303,0.1464
15139,53.01451619999762,-27.86300133333259,0.15986038744449615
15140,53.01455,-27.72791,3.132
15141,53.01458,-28.27319,0.1793714463710785
15142,53.01459864995862,-27.88402781406123,0.24724189937114716
15143,53.0146,-28.34172,0.06060241907835007
15144,53.01464,-28.90957,0.7311107516288757
15145,53.01465693555214,-27.937740735642574,0.6185635924339294
15146,53.01471,-27.71251,2.0821
15147,53.01471,-28.63549,0.8070579767227173
15148,53.01473,-27.98705,0.6559
15149,53.01474520160987,-27.643421121748023,0.8038111329078674
15150,53.01477,-28.24452,0.6803218722343445
15151,53.01478958,-27.75165939,3.82450008392334
15152,53.01482,-27.73861,0.5241
15153,53.01489,-28.91687,0.1517973244190216
15154,53.01493555106383,-27.67580578617734,0.5228910446166992
15155,53.014960253478634,-27.79787120472301,0.8960710763931274
15156,53.015,-27.72778,3.132
15157,53.01501,-29.26239,0.7260321378707886
15158,53.01508,-27.93962,0.318
15159,53.01511,-28.31517,0.3471566140651703
15160,53.01519,-28.5579,0.8811329007148743
15161,53.01523,-29.14775,3.1683237552642822
15162,53.01527189673519,-27.767633064038737,0.5750870108604431
15163,53.01533,-27.76781,0.574
15164,53.01547822594984,-27.712846895236662,0.09513456374406815
15165,53.0155,-28.19921,0.21184580028057098
15166,53.01553,-27.79667,0.67
15167,53.01555,-28.87945,0.7590996026992798
15168,53.01558,-29.10623,0.8601362705230713
15169,53.01561,-28.58129,0.41450899839401245
15170,53.01566691361831,-27.93778455767005,0.6855775117874146
15171,53.015708333333336,-28.75294444444444,0.20329999923706055
15172,53.01572,-27.70166,0.6227
15173,53.01573850338098,-27.82203286678441,0.6640015840530396
15174,53.0158,-28.83551,0.4121538996696472
