name,oii_3726_flux,oii_3726_flux_err,oii_3729_flux,oii_3729_flux_err,neiii_3869_flux,neiii_3869_flux_err,h_delta_flux,h_delta_flux_err,h_gamma_flux,h_gamma_flux_err,oiii_4363_flux,oiii_4363_flux_err,h_beta_flux,h_beta_flux_err,oiii_4959_flux,oiii_4959_flux_err,oiii_5007_flux,oiii_5007_flux_err,hei_5876_flux,hei_5876_flux_err,oi_6300_flux,oi_6300_flux_err,nii_6548_flux,nii_6548_flux_err,h_alpha_flux,h_alpha_flux_err,nii_6584_flux,nii_6584_flux_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err,ariii7135_flux,ariii7135_flux_err,oii_flux,oii_flux_err,oiii_flux,oiii_flux_err,Flux_HeII_3203,Flux_HeII_3203_Err,Flux_OII_3726,Flux_OII_3726_Err,Flux_OII_3728,Flux_OII_3728_Err,Flux_NeIII_3868,Flux_NeIII_3868_Err,Flux_Hd_4101,Flux_Hd_4101_Err,Flux_Hg_4340,Flux_Hg_4340_Err,Flux_OIII_4363,Flux_OIII_4363_Err,Flux_HeII_4685,Flux_HeII_4685_Err,Flux_ArIV_4711,Flux_ArIV_4711_Err,Flux_Hb_4861,Flux_Hb_4861_Err,Flux_OIII_4958,Flux_OIII_4958_Err,Flux_OIII_5006,Flux_OIII_5006_Err,Flux_HeI_5875,Flux_HeI_5875_Err,Flux_OI_6300,Flux_OI_6300_Err,Flux_NII_6547,Flux_NII_6547_Err,Flux_Ha_6562,Flux_Ha_6562_Err,Flux_NII_6583,Flux_NII_6583_Err,Flux_SII_6716,Flux_SII_6716_Err,Flux_SII_6730,Flux_SII_6730_Err
1.23766E+18,59.95568,13.17722,29.17851,12.79608,10.40739,4.703191,12.48073,4.885476,15.44424,4.70235,-11.38321,4.741847,31.18209,5.136701,6.182304,4.880992,24.17643,4.900399,-8.055869,4.883763,6.836565,4.577373,14.30563,1.749535,58.12111,6.069561,43.14908,5.276995,32.94093,5.660026,16.65664,6.216797,-8.002147,5.231947,86.45865,134.8276,26.61361,6.191307,0,0,13.52089,21.83078,307.7852,39.51557,4.333171,14.96883,13.93595,14.92325,25.59147,10.25276,0,0,0,0,11.29982,16.525,82.61687,18.90977,17.89437,4.854062,51.12677,13.86875,0,0,13.95277,18.12397,25.82905,5.922457,89.13744,18.8464,75.9678,17.41899,60.57095,25.48561,7.21257,31.60532
1.23766E+18,-2.070333,5.264189,16.52637,5.528263,1.665193,3.090604,7.366553,2.496778,9.620411,2.564161,6.088173,2.90431,24.40333,3.654394,4.910924,3.159659,25.68685,2.979366,6.007528,1.894225,5.854355,2.619724,28.08156,1.754746,122.7301,4.581235,84.70048,5.292712,9.723934,3.197428,1.703976,3.202533,0.8455396,4.238866,13.2415,8.974764,22.69225,2.88707,9.620002,75.88386,13.53365,22.58835,21.10758,21.44855,16.54577,19.10864,13.62164,9.641953,15.17882,7.663954,6.733346,10.0255,0,0,0,0,36.44465,9.970943,13.31586,2.905712,38.04533,8.302035,9.058109,6.383738,6.333951,4.791651,33.86037,5.029797,181.9734,14.06923,99.58932,14.79352,18.93851,7.46959,4.0572,12.17293
1.23767E+18,0,-0.8161393,0,-0.8161393,-0.4534203,8.053288,28.04929,9.089,54.57673,9.614223,5.004474,8.886644,85.5549,11.00087,0.04708049,9.52099,26.62462,9.385475,-24.41057,10.60736,12.56728,11.06097,29.91811,4.534625,133.8464,14.73931,90.23994,13.67746,18.73631,11.68851,-6.498918,12.13927,-42.23898,12.74809,0,1.154195,38.5456,14.53529,0,0,0,0,673.6035,114.1454,0,0,356.6865,56.62476,336.4964,61.99937,39.41191,62.65744,0,0,0,0,502.3864,70.02359,18.3525,10.76341,52.43571,30.7526,0,0,4.642651,38.70757,55.60592,14.33733,206.0329,41.29207,163.5468,42.16861,0,0,0,0
1.23767E+18,0,-0.728052,0,-0.728052,6.268571,5.296839,14.69119,5.653504,28.45268,6.123964,-3.265596,6.620871,36.49901,7.068267,10.92108,7.363929,52.99734,7.590057,2.346108,7.51814,21.18288,8.684031,52.03834,3.61702,116.7912,10.61323,156.9596,10.90976,38.50679,9.204819,17.92089,9.216869,-9.409777,9.025949,0,1.029621,55.44483,9.130981,0,0,1296.923,837.7866,0,0,0,0,130.8202,42.95563,250.7415,60.12082,12.42045,91.78849,0,0,0,0,85.58684,29.58257,33.09355,7.813447,94.553,22.32413,45.90941,28.25849,46.17693,29.68235,88.06711,8.861873,171.5988,30.93772,259.0209,26.06433,41.26194,20.33277,19.68665,23.74223
1.23767E+18,11.25677,4.460215,19.37515,4.588105,11.85647,3.465164,-3.159395,3.097024,5.586648,3.259082,-1.864551,3.535182,10.79278,3.538151,17.1744,3.877001,53.0213,4.400686,-4.770395,3.28536,1.781813,3.384595,14.3529,1.355237,43.19004,4.510734,43.29168,4.087705,7.162755,3.721146,6.773059,3.631283,-1.424922,3.970129,25.94287,4.283096,51.96791,4.589961,0,0,0,0,106.6821,1184.057,9.691839,6.521791,4.717083,8.458846,16.8691,10.01646,0,0,0,0,0,0,30.03216,11.16254,32.75386,4.074298,93.58244,11.64085,0,0,0,0,21.73875,3.648248,58.93544,10.17219,63.9375,10.73014,3.720616,18.46487,4.536576,14.84509
1.23766E+18,2.513729,2.556747,15.8561,2.633585,1.834184,2.093374,7.522039,1.874242,8.927475,1.973219,-2.362857,1.918758,23.3433,2.304991,16.27984,2.119766,37.74083,2.412868,0.9732288,1.782437,5.328734,1.722307,18.411,0.8797177,100.6435,3.297351,55.53184,2.653429,10.60021,2.032453,9.577099,2.097485,3.051374,2.849579,16.23536,2.784916,36.19163,2.475826,0,0,70.46985,25.37805,22.49706,12.88733,25.46795,30.43121,16.44621,8.499968,27.48191,9.566918,0,0,3.366177,6.843391,0,0,57.86027,10.18474,29.54007,2.913543,84.40019,8.324409,35.72477,15.32032,7.067591,4.861961,49.49403,3.46516,215.0658,10.99572,145.5707,10.19165,18.88668,4.984123,18.40608,7.471216
1.23767E+18,19567.56,294753.7,1436.982,66446.23,-12.14608,8.998475,9.639988,11.64387,46.36124,13.60467,-44.06535,14.19827,83.55023,16.46317,-43.68377,17.83784,99.49339,16.53979,-280.5836,15.47211,21.09567,22.13308,34.76233,9.38187,70.33793,29.67414,104.8512,28.29786,-8.11023,31.63293,-18.14515,32.07441,-64.74641,23.42236,-1904581,9.62E+07,98.18013,16.51094,0,0,514.8952,908.6205,0,0,35.27747,0,0,0,33.93496,16.51719,14.01773,24.66266,0,0,0,0,47.98485,18.44452,0.04494198,521.5161,0.1284057,1490.046,0,0,7.280193,41.32914,25.30697,8.330177,43.50162,25.51851,74.43227,24.50052,3.768536,694.8632,0,0
1.23767E+18,0,-0.7647421,0,-0.7647421,-3.242142,2.512392,3.921529,1.744869,3.423551,1.708394,1.270099,2.424992,9.519288,1.752568,6.088097,2.418133,11.73413,2.533581,-2.571115,1.945749,0.2104649,2.476361,8.075193,0.9754031,27.72841,1.896606,24.35665,2.942038,5.022438,2.671939,0.6113965,2.687538,1.703314,2.766676,0,1.081509,10.47736,2.441041,0,0,82.27438,20.07919,0,0,60.72016,0,12.52213,7.739233,6.725655,5.157184,0,0,6.0022,6.54057,30.07999,27.89366,22.62561,7.370076,6.303316,2.218663,18.00947,6.339036,0,0,0,0,12.81645,2.525478,20.70759,4.896832,37.69544,7.427876,5.948037,11.82828,0,0
1.23767E+18,0,-0.7520813,0,-0.7520813,9.603894,4.761048,29.10191,5.070675,53.82973,5.649963,-12.54024,6.072523,77.65857,6.740024,10.57175,7.000175,56.32207,7.017943,-5.563326,6.950049,17.56905,8.566028,75.15099,3.718024,286.9741,11.29138,226.6727,11.21441,59.98587,9.432215,32.66434,9.630944,-23.59747,9.480814,0,1.063604,59.49675,8.662771,0,0,1.39E+08,4.25E+09,2947.667,687.6053,0,0,65.47083,61.86053,344.3966,45.26993,0,0,0,0,12.01525,48.47255,490.026,52.40649,42.72272,9.86419,122.0649,28.1834,22.71823,24.04593,11.80859,40.02668,153.8898,12.31902,525.284,31.55766,452.617,36.2324,69.70865,23.70422,40.04156,16.44339
1.23767E+18,1998791,2968126,-386237.4,550284.9,-21.13075,8.540087,13.88414,5.825838,36.46103,6.952375,-26.40809,12.19212,37.24003,8.061116,-17.68619,14.84429,33.90679,13.69471,-12.60155,8.087799,8.03983,17.44501,26.5872,5.97522,51.55849,11.10996,80.19314,18.02262,-14.58559,24.80391,-7.755441,25.33796,-104.7942,18.70491,0,1.04034,23.27356,11.33136,0,0,-9999,0,-9999,0,0,0,15.98783,13.57224,27.41475,11.91634,0,0,0.4470935,517.1599,5.091808,49.66712,28.414,17.10509,0.7470918,25.33541,2.134548,72.38688,0,0,0,0,7.137976,7.048603,26.07667,20.33611,20.99405,20.73119,0,0,0,0
1.23767E+18,0,-0.7138715,0,-0.7138715,0.5491868,3.3865,9.421346,3.50761,21.87783,3.901881,-2.365572,4.519228,40.20831,4.746894,5.620619,5.144502,27.437,5.037998,-6.971643,4.917237,2.480731,6.152439,30.5983,2.598217,127.7595,7.517434,92.29153,7.836815,21.64635,6.845101,13.24036,6.867847,-5.101433,6.587845,0,1.009567,64.78421,10.83423,0,0,0,0,6979755,2.10E+10,0,0,19.21209,15.54223,255.2696,37.03296,30.65405,21.08037,6.395536,26.49044,0,0,237.1953,31.21705,11.0012,8.519051,31.432,24.34015,0,0,0,0,61.85442,7.348074,241.7121,22.33818,181.9248,21.61198,22.0345,34.25297,20.35441,64.64373
1.23765E+18,67.84023,8.788787,18.29868,8.665627,8.380705,3.438652,4.007124,3.742443,7.91872,3.86122,-1.339057,3.56969,16.67662,4.053185,11.41757,3.929313,40.00271,5.221854,-6.590265,3.822023,13.7753,3.544809,22.23967,1.607007,85.29063,6.150885,67.07998,4.8471,27.15596,4.195913,22.59801,3.925685,-0.06533705,4.309527,87.99309,166.4953,32.44562,7.204656,0,0,137.2762,1016.88,103.5002,1699.092,11.01975,5.232155,9.28524,8.653338,27.78778,14.24466,0,0,0,0,1.484553,0,57.50433,16.49228,31.90852,10.54499,91.1672,30.12856,0,0,24.63845,11.70357,43.31962,5.330409,145.958,14.67012,127.4106,15.67767,42.932,14.2711,34.84169,12.93531
1.23766E+18,23.68441,8.830047,42.01591,9.08189,9.06563,4.380309,10.40293,5.039269,16.7523,4.779424,-13.44026,4.887769,31.16868,5.491154,10.89012,5.510715,31.36837,5.57652,-5.275046,6.410112,2.058581,5.815464,21.59654,2.318413,62.67786,7.480208,65.14016,6.992863,29.39478,6.427062,17.60148,6.34774,-13.67762,6.332117,56.50742,6.495699,33.56731,6.843666,0,0,305.5052,46.1456,32.36843,41.64163,0,0,121.9692,40.69275,43.80455,21.8964,0,0,0,0,0,0,111.6245,24.78311,22.32475,6.175006,63.78502,17.64288,2.645221,0,0,0,40.39183,6.717693,84.78471,22.44546,118.7995,19.75792,29.5871,14.79832,16.2725,12.71191
1.23767E+18,43.89005,6.755736,97.90033,6.700059,42.90552,3.264463,19.42901,2.730336,22.06912,2.525216,6.277121,3.007691,63.35002,3.365616,90.33466,4.168079,294.1066,5.126309,15.05028,2.593672,39.95387,3.277723,93.90905,1.581087,297.0067,5.580872,283.2514,4.768918,54.95335,4.230502,38.9429,5.370522,9.324274,4.478189,138.0606,181.2804,305.865,5.896665,0,0,363.275,57.44049,49.62029,115.3721,97.54408,14.19142,32.032,11.90063,57.65623,12.91107,13.76204,8.13046,6.127571,9.340016,0,0,181.8745,15.42265,260.1431,7.425296,743.266,21.21513,34.781,9.647092,63.57055,9.187081,224.814,6.522817,617.6026,21.17558,661.2177,19.18476,123.4843,15.0077,92.21011,17.59589
1.23766E+18,15.18399,3.91865,19.45337,3.948342,5.73476,2.389614,5.633969,2.697298,5.279828,2.578128,3.848081,2.208393,11.37127,2.862289,9.464344,2.605135,40.9212,2.981016,0.2832238,2.269015,6.820774,3.706329,24.15359,1.068602,71.90249,3.788437,72.85281,3.223146,16.28975,3.016863,11.29946,2.660458,3.576531,2.860542,33.46928,24.27462,41.86781,3.463068,0,0,73.16068,64.29997,51.75689,70.39082,13.47705,10.57832,16.45579,5.896477,11.9255,6.282089,16.72015,11.60249,0,0,0,0,31.6358,12.75016,33.78349,4.299762,96.52424,12.28503,6.462242,4.58012,25.67366,14.68143,57.05807,4.302685,161.4327,13.91562,167.8179,12.65495,31.19584,11.39879,21.2215,7.411489
1.23765E+18,15.15011,6.697095,21.13613,6.585344,4.016444,3.279417,-0.03258849,2.375809,4.364936,2.400942,-0.01945611,3.156685,7.59018,2.719171,3.064864,3.99863,13.69943,3.747569,0.5343438,1.925777,5.321165,2.659647,8.569493,1.079683,16.88826,4.561969,25.84757,3.25657,16.72273,3.37008,6.526974,6.266224,3.170477,3.656136,33.38364,38.13793,15.69459,4.935356,0,0,26.54088,6.145168,18.65735,7.331021,4.768214,6.273037,3.073655,9.603905,3.728442,6.104937,0,0,0.009488506,0,0,0,2528564,1.11E+08,2.713366,2.468262,7.752475,7.052177,2.011557,0,3.125793,7.329329,6.655136,1.446952,18.5037,6.254983,19.57393,4.25574,9.978003,6.197653,4.497844,15.71077
1.23767E+18,13.16922,2.561782,15.38241,2.577584,6.889535,2.228542,8.92884,1.794809,4.905989,1.740853,-1.696936,1.817666,17.23439,1.805025,3.970939,1.964923,21.84733,2.134813,2.779459,1.341081,1.44352,1.33919,14.05747,0.7143047,71.08835,2.46816,42.40056,2.154505,14.39161,1.767317,11.66578,3.001168,2.278591,2.535973,26.62611,3.076636,20.7159,2.328108,0,0,65.17179,56.45442,18.79153,49.66523,27.923,15.56858,21.44672,7.818981,16.74314,7.799896,0,0,0,0,2.374985,12.7908,41.57064,7.134185,16.18921,2.631687,46.2549,7.519105,10.02113,4.939734,13.06033,10.80548,31.7501,2.302737,146.2957,8.866319,93.38264,6.772758,22.68363,4.542217,22.51735,8.507441
1.23766E+18,638.0352,16.6133,688.5074,16.93049,35.53825,6.777265,107.1746,4.94049,167.481,5.100075,8.407633,3.798519,393.5139,6.387293,208.1228,5.162133,648.4288,8.528982,49.51614,3.329993,35.10595,2.659231,63.03801,1.198224,1279.433,12.65371,190.1372,3.614118,240.0421,4.613571,161.2887,3.899901,30.10727,3.206261,1338.391,30.2356,648.0605,8.530385,0,0,727.1895,108.0853,1247.984,135.69,56.59728,14.9896,168.8281,15.41565,245.9212,17.38195,17.30335,13.44396,0,0,0,0,555.3682,30.45594,311.2029,14.08062,889.1512,40.23036,66.66212,6.785369,48.58242,6.604692,89.46986,4.439597,1777.684,81.31205,263.1467,13.05764,335.4361,13.85918,232.445,11.25976
1.23766E+18,17.84279,6.722155,25.50647,6.732299,-11.39202,3.960937,2.63783,4.253013,11.25646,3.073868,-4.985013,3.519564,15.11101,3.094034,3.732205,3.593435,22.94818,3.798853,-5.112005,3.126868,4.317639,2.895056,15.96325,1.239871,58.84925,3.863596,48.14886,3.739733,13.55268,3.193249,11.12984,3.189556,1.711657,3.505312,38.36796,7.884938,20.49898,3.841065,0,0,208.57,134.652,40.88928,60.6961,0,0,38.12156,30.5776,30.8585,12.24041,0,0,0,0,0,0,44.06187,13.58034,22.26153,6.568998,63.60437,18.76857,0,0,43.71434,20.75609,40.9623,4.895052,146.875,14.6299,120.4774,14.39721,28.2797,11.89244,27.5347,12.82537
1.23766E+18,102.2293,16.36398,69.47921,16.21621,15.60424,5.639682,11.32368,4.545103,15.3485,4.457866,3.986206,4.832155,23.68576,4.211465,13.10022,4.501727,59.70958,4.961472,-4.400095,4.332835,37.36559,4.635455,25.64272,2.503545,97.36729,8.124704,77.34436,7.551261,35.32224,7.282059,35.87984,7.511262,-5.795087,8.456992,162.5415,74.40665,61.49021,5.716604,0,0,407.9643,90.85334,48.80223,96.57964,27.53781,12.92503,44.6904,17.65933,39.36072,16.82789,1.206892,55.58365,0,0,12.40163,9.338698,107.1103,20.02422,46.77636,4.982752,133.6467,14.23643,0,0,68.68027,14.65048,49.46486,7.974727,192.4901,23.3322,145.4849,23.45508,46.39973,19.0199,49.2151,23.43398
1.23766E+18,2.706391,4.288499,4.945058,4.223602,-1.693149,2.9095,1.926913,2.855853,3.176829,2.509716,-0.1008917,2.641548,7.280162,2.782049,4.397528,2.715858,7.160852,2.754133,1.753856,2.235516,3.431046,2.45003,6.438112,0.8909184,12.15143,2.796512,19.41883,2.687213,3.948389,3.202479,6.674,2.546534,-6.966714,2.693713,7.866809,3.942372,6.479073,1.862624,0,0,12.8283,30.30432,13.28745,38.59364,0,0,14.88005,10.96492,3.930739,8.710393,0,0,0.728332,44.38652,4.173689,6.163087,9.132811,7.154168,4.793425,2.2332,13.6955,6.380572,3.949023,5.334651,3.739052,6.17031,10.03711,2.332385,13.86622,7.412691,29.52092,6.859957,4.762586,8.660908,6.444192,6.833441
1.23765E+18,8.930174,3.399215,14.65504,3.328504,1.737326,3.667122,3.529548,2.00943,0.7874095,1.98592,-3.985264,1.931992,9.85972,1.91612,-1.904606,2.012713,7.779289,2.142756,0.9355488,1.286735,-0.3066347,1.316114,6.029016,0.5708536,17.01343,1.982573,18.18491,1.721824,12.03836,1.680492,9.540866,1.631155,-1.246671,1.796564,24.70901,35.12813,8.940593,2.939625,0,0,16.83817,6.735074,18.60418,8.057246,6.248495,9.554996,3.826731,6.086187,1.529452,10.412,0,0,0.2556486,50.08073,0,0,8.060476,3.317895,2.505815,1.530679,7.159472,4.373368,0.4068104,11.50578,0,0,6.286153,0.8206415,14.81322,3.488224,18.48868,2.413651,11.44203,2.587476,10.59044,3.112419
1.23765E+18,2.713903,5.256679,10.07563,5.100721,-0.6274141,3.72697,9.283349,4.464927,-0.4851448,4.481534,-0.7415302,3.418796,11.47823,4.329262,7.759274,5.64266,9.173325,3.465642,-0.5203094,3.285313,3.971033,2.559006,6.501101,1.113214,25.70266,4.563766,19.60882,3.357707,6.8929,2.863102,3.338231,2.974434,-2.63045,3.600831,16.8394,155.1391,8.323736,2.429291,0,0,0,0,130.1328,33.5754,0,0,25.74401,12.26562,17.41827,23.49358,0,0,0,0,0,0,45.69781,18.87608,6.139901,2.4888,17.54257,7.110857,7.752379,6.420737,9.722669,8.112468,13.37137,3.328777,34.63528,11.56132,39.32755,9.79052,7.994513,6.388122,2.534758,9.313926
1.23767E+18,108.3633,7.170626,114.9646,7.345564,15.54706,3.797091,7.080472,3.22936,15.71826,3.040071,6.654,3.427146,44.76916,3.294865,39.31139,3.606113,107.4729,4.069631,7.056213,3.271047,26.84224,3.33141,43.94697,1.376271,172.6894,4.62203,132.5542,4.151148,114.7347,4.706575,75.82761,4.300902,7.657464,3.729578,222.2177,39.35802,104.1064,4.278059,0,0,976.3328,43.35815,0,0,44.21542,24.01055,130.3249,30.24227,104.6084,28.18222,0,0,24.63892,15.47711,20.04984,24.79292,201.8525,20.36241,108.5117,6.619539,310.0334,18.91297,55.71015,21.83966,52.00406,11.35525,115.26,5.769733,418.1851,20.18904,339,16.9698,249.1377,20.51642,149.5354,17.70719
1.23766E+18,1.134392,3.88439,7.171196,4.172429,4.561036,3.261914,3.969242,2.758588,6.74158,2.948544,-4.713846,2.560108,8.790634,2.789224,-2.347564,2.574337,8.621775,2.881201,1.40731,2.013867,2.37626,1.981469,6.566597,0.9084997,32.39397,2.92976,19.80637,2.740242,10.89785,3.016391,2.561069,3.043915,-3.760692,2.684108,8.299331,13.89598,11.50914,4.41533,0,0,0,113.5994,10.99125,56.17861,7.501543,7.244863,4.14967,0,9.450262,8.113974,0,0,0,0,4.735537,13.52454,16.99858,7.888613,4.613664,3.062362,13.1819,8.749606,6.602631,10.60944,7.255841,94.03475,9.819467,2.531248,45.58858,6.765779,28.88078,7.444846,12.81721,7.261508,9.690059,23.02805
1.23765E+18,47.15902,16.58235,-26.39601,16.37602,1.093448,4.144946,2.270637,3.554053,1.500373,3.191467,-2.167952,4.065753,17.21407,3.722576,-6.917077,4.171599,17.77221,4.197791,-4.433698,3.937717,-0.4127413,3.806133,5.827194,1.452785,17.55417,4.177557,17.57616,4.38193,1.340073,4.73702,5.175313,4.912214,-18.33389,4.901012,17.94299,19.24437,18.28439,4.658113,0,0,28.63368,29.68208,34.10274,24.9753,0,32.66304,7.835499,7.674775,0,0,0,0,0,0,0.2355042,0,29.85414,16.68471,4.190021,2.964372,11.97149,8.469636,0,0,0,0,5.414568,2.030329,20.66598,9.16589,15.9252,5.971556,2.241894,9.009588,3.054985,8.788524
1.23766E+18,19.94075,5.94934,23.01014,5.964172,5.518329,2.550754,-1.405453,2.500771,3.300783,2.489061,-1.646117,2.679954,11.65141,2.901045,1.834153,3.200737,15.99983,3.475228,-2.344208,2.340234,8.732983,3.900106,17.41518,1.817341,38.11581,3.927871,52.5282,5.481514,12.50245,4.391075,12.16795,3.345163,-8.886754,3.536031,46.05131,94.55169,15.07287,3.761998,0,0,91.14087,374.3366,45.18471,449.7419,6.678895,8.045682,0,0,4.199347,7.381101,0,0,0,0,0,0,23.89653,8.881278,12.1992,3.838979,34.85485,10.96851,0,0,10.37943,6.656392,32.06884,5.308054,70.11641,12.321,94.3201,15.61193,19.07068,9.260384,20.48469,10.49717
1.23766E+18,884.1373,1128.422,-150.7399,180.0908,-10.2392,10.79263,12.75244,20.26443,73.96525,22.83415,-39.65691,15.362,103.694,27.58559,42.18176,19.62163,228.7105,19.64976,-414.1811,25.25262,43.4081,23.43838,211.2943,11.6976,542.4521,46.92064,637.3124,35.28263,163.0515,28.59012,142.7243,26.43098,-55.33567,26.47595,67.25267,177.0105,258.9587,25.18477,0,0,664.52,13584.74,5460.676,0,0,0,75.06937,30.92708,457.549,87.43562,0,0,0,0,0,0,1672.743,205.4235,229.0499,27.14091,654.4282,77.54545,0,0,121.4684,71.28449,462.2093,31.30603,569.2333,77.41621,1359.439,92.07655,174.0494,66.21747,267.5028,107.3004
1.23766E+18,22.53937,22.14893,-13.24075,21.56252,-5.187913,5.733112,-3.892494,6.465595,12.26723,6.854279,-20.57608,7.176776,32.43695,7.653311,-5.862604,8.220123,22.19243,7.928449,-63.50029,7.857809,9.975736,8.397643,8.781311,3.871685,51.76614,12.31765,26.48646,11.67788,3.285706,12.33844,-1.111292,12.05064,-21.65835,9.910725,9.737093,84.1709,20.86732,8.561722,0,0,200.5743,1243.731,177.5836,2398.055,0,0,0,0,9.901047,11.04845,6.721748,15.91279,0,0,0,0,81.74962,27.61339,9.047129,8.456181,25.84894,24.16052,0,0,9.440242,25.95236,14.49666,14.01223,64.5707,42.34585,42.63723,41.21244,0,0,0,0
1.23766E+18,53.55214,16.57761,-10.31013,15.74218,2.220453,6.991152,51.00812,8.074421,32.26546,8.189837,-12.54857,8.349072,43.23628,9.889313,1.214565,9.682773,54.8511,9.573026,-25.99905,10.70281,2.207973,11.49677,69.219,5.313097,174.9713,16.11717,208.7805,16.02551,11.43999,12.58735,14.10448,12.75766,-27.49786,12.80559,50.86795,471.9047,60.06284,12.22119,0,0,1824.396,383.6259,189.6773,70.33216,0,0,154.1143,46.05252,104.775,40.17502,0,0,0,0,0,0,198.8298,59.42512,48.29478,16.96425,137.9851,48.46928,0,0,0,0,144.8378,18.37827,349.6438,55.61205,425.9936,54.05373,0,0,20.28506,45.12009
1.23767E+18,135.8634,78.68337,-50.79404,41.33554,-8.387507,6.099399,35.60767,10.03384,40.6956,11.35931,-21.14849,9.129086,122.2608,13.98165,12.4363,11.32136,83.19474,11.68215,-167.9312,13.65435,17.07814,13.95234,44.3881,6.710577,355.2479,24.41591,133.8848,20.24063,42.54728,16.00989,30.87304,16.07157,-8.922941,15.41656,54.0654,105.282,95.99775,14.41209,0,0,578134.9,3239315,0.000230772,0,0,0,2.892541,2211.37,45.55244,28.99282,16.43789,19.58639,0,0,0,0,221.2555,50.4447,19.50808,7.28042,55.73737,20.8012,0,0,12.05232,30.86427,134.9473,20.99094,440.241,72.6415,396.9038,61.73807,68.83896,62.83305,76.64946,51.55497
1.23767E+18,1513.099,684.2646,-801.7028,352.6313,-16.86611,9.492958,18.6767,11.54736,55.66289,13.25868,-26.2856,14.1545,71.23668,15.95658,5.137556,17.70714,89.25304,16.60757,-121.0876,16.30596,-0.990441,20.97012,27.12702,8.523132,71.49634,26.28102,81.82135,25.70771,20.04373,30.05589,-30.61806,30.03657,-39.13667,22.37244,711.3956,1500.474,89.25304,16.61343,0,0,109256.1,65533.32,0,0,0,0,0,0,22.32993,24.54273,13.9253,26.09035,20.98319,149.8651,0,0,30.33706,33.86356,11.8587,12.67484,33.88198,36.21383,0,0,0,0,19.00871,17.03554,48.4691,28.92012,55.90796,50.10453,0,0,30.48548,111.8316
1.23766E+18,77.92669,8.152027,57.58555,8.185893,7.413112,4.231069,5.88225,3.542948,17.10019,3.084017,-0.2886565,3.314523,31.97333,2.977193,18.15276,3.183994,74.75699,3.579507,-3.739416,5.746671,11.26649,2.56097,26.37022,0.9680924,134.7264,3.305761,79.53868,2.919987,54.97358,5.013954,35.14392,3.093281,2.356494,2.838739,132.4019,56.95295,79.51,4.167864,0,0,243.3916,11356.9,288.3147,10264.03,6.400901,18.45486,27.34403,11.0345,89.60362,25.62636,0,0,0,0,0,0,142.4643,19.53497,83.09618,5.546007,237.4176,15.84573,0,0,20.51393,10.29352,66.45214,4.631068,321.9487,13.65119,195.4475,13.62079,116.683,18.74401,67.47818,13.2021
1.23767E+18,-15.49463,27.77533,37.84969,27.15726,-11.09326,6.837072,11.21009,7.744489,19.99545,8.347765,-23.13139,8.827631,42.17646,9.224755,-14.67086,9.953329,36.22015,9.375977,-68.43456,10.87569,-11.6705,10.66078,12.32121,4.641995,49.81844,14.8114,37.1636,14.00131,-20.35301,15.35326,8.97631,15.53483,-51.12519,12.42436,21.31906,62.45052,36.79345,9.40239,0,0,24.84653,10.70183,35.04724,13.08959,0,0,0,0,2.92598,24.69352,1.337506,53.6326,0,0,0,0,1.859899,74.14032,0,0,0,0,996265.4,2.46E+07,2.385264,46.22513,7.586358,3.535816,11.01794,17.71067,22.31282,10.39946,0,0,0,0
1.23767E+18,259.6597,10.81934,118.6738,9.838805,44.93878,4.394077,11.3685,3.485277,24.10711,3.435855,-0.2948692,3.42588,57.88685,3.490984,92.03595,3.932797,300.6825,5.19896,10.2931,3.539129,52.04612,3.354829,86.58272,1.568336,212.6505,4.901174,261.1534,4.730457,104.97,3.856256,88.00283,3.756546,6.728499,3.422563,388.8399,73.73907,291.1066,5.204679,0,0,649.6518,7746.863,398.0244,8035.151,85.15236,16.0249,52.42248,13.73657,80.28629,16.72934,0,0,10.32338,13.24024,0,0,161.7913,12.4277,212.3458,5.315956,606.7024,15.18845,37.03791,14.62205,107.6054,13.14313,167.0145,4.600462,400.2288,15.51562,491.2191,13.53077,191.7528,15.37153,157.063,18.20367
1.23766E+18,132.9392,5.436356,86.22757,5.545575,44.72188,3.318427,31.56705,2.640522,70.70301,2.888601,6.058595,2.661284,164.2006,3.560817,199.5798,4.037725,592.5139,6.86206,19.38816,2.156882,40.82367,2.296264,146.3316,1.533334,761.4891,7.183467,441.3699,4.624886,140.5025,3.394186,123.3845,3.345787,20.19248,2.913801,223.7613,19.72557,605.1457,6.910711,0,0,435.5038,150.2697,260.6425,127.3604,132.7769,18.71258,79.33662,13.69595,201.8663,16.5028,0,0,54.67071,14.93201,0,0,415.5063,16.5808,510.0894,14.96882,1457.398,42.76807,47.08394,9.16275,84.22761,8.516441,321.7681,6.582856,1597.275,36.57105,946.3768,19.36134,290.3065,14.16593,242.168,11.78986
